Sample,Analysis,U_ppm,Th_ppm,Pb_ppm,Th/U,206Pb_cps,206Pb_204Pb,206Pb_204Pb_1s,208Pb_232Th,208Pb_232Th_2s,207Pb_235U,207Pb_235U_2s,206Pb_238U,206Pb_238U_2s,error_corr.,238U_206Pb,238U_206Pb_2s,207Pb_206Pb,207Pb_206Pb_2s,208Pb_232Th_date,208Pb_232Th_2s_(Ma),208Pb_232Th_2s-sys_(Ma),207Pb_206Pb_date,207Pb_206Pb_2s_(Ma),207Pb_206Pb_2s-sys_(Ma),207Pb_235U_date,207Pb_235U_2s_(Ma),207Pb_235U_2s-sys_(Ma),206Pb_238U_date,206Pb_238U_2s_(Ma),206Pb_238U_2s-sys_(Ma),7/6 disc._(%),disc._(%),2s_(%),P,Ti,Y,Zr,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,U,Ti-in-zircon_T(C),Ce/Ce*,Eu/Eu*,?REE,(Gd/Yb)cn,Lu/Hf,Nb/Ta,Nb/U,Nb/Th,Th/U,Th/Y,Hf/Y,Nb/Yb,U/Yb,location,Experiment,Notes
MT24-1,MT24-1_M_28,701,277,1.16,0.396,1976,225,5.55,0.00063,15.91012876,0.01121,12.9,0.00133,5.1,0.397417304,751.98,5.1,0.06112,11.8,12.7,2.02,2.03,643,254,254,11.3,1.45,1.46,8.57,0.438,0.465,98.7,24.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_73,1070,509,1.75,0.476,3315,77.1,1.64,0.00047,9.255906766,0.00935,11.2,0.00134,4.3,0.379447659,746.76,4.3,0.05064,10.4,9.53,0.882,0.902,224,240,240,9.45,1.05,1.07,8.63,0.367,0.399,96.2,8.7,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_75,865,380,1.66,0.44,2639,75.2,1.53,0.00098,4.400953416,0.02038,6.8,0.00134,3.3,0.480344767,744.06,3.3,0.10997,6,19.9,0.874,0.96,1799,109,109,20.5,1.38,1.43,8.66,0.284,0.325,99.5,57.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_42 z9,1213,639,2.09,0.527,3376,79.2,2.33,0.00054,14.64156353,0.01184,14.1,0.00135,6.3,0.443060134,742.1,6.3,0.0637,12.7,11,1.6,1.63,732,268,269,11.9,1.68,1.69,8.68,0.543,0.556,98.8,27.3,0.4,363,5.78,2162,443703,7.53,0.243,24.2,0.227,2.38,5.1,0.376,37.4,15.5,210,79.8,376,81.3,755,129,10230,3.4,639,1213,742,25.2,0.08,1716.91,0.04,0.01,2.21,0.01,0.01,0.53,0.3,4.73,0.009971827,1.607161228,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 35-41
MT24-1,MT24-1_L_21,623,248,0.985,0.398,1893,86.3,3.85,0.00043,13.50699875,0.00837,10.9,0.00135,4,0.370265239,741.45,4,0.04502,10.1,8.7,1.17,1.19,-54,247,247,8.47,0.92,0.933,8.69,0.351,0.385,116,-2.6,72.4,289,3.2,1533,480816,3.56,,13.3,0.088,1.36,3.55,0.176,25,10.6,139,57.5,270,61.4,556,95.8,11069,1.81,248,623,690,147.98,0.06,1233.32,0.04,0.01,1.97,0.01,0.01,0.4,0.16,7.22,0.006411207,1.121536168,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_48,757,338,1.2,0.446,2267,83.3,3.5,0.00038,15.93537949,0.00891,11.7,0.00135,4.9,0.419098498,741.36,4.9,0.04792,10.6,7.59,1.21,1.22,95.5,251,251,9.01,1.05,1.06,8.69,0.425,0.454,90.9,3.6,23.9,323,4.29,1591,482359,3.26,,13.4,0.071,1.45,4.16,0.228,27.8,11.4,146,57.8,271,62,566,94.6,10885,1.85,338,757,715,184.26,0.06,1256.06,0.04,0.01,1.77,0,0.01,0.45,0.21,6.84,0.005762058,1.336697491,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_66,1169,599,1.95,0.512,3667,321,8,0.00048,8.93094907,0.00991,7.2,0.00135,4.1,0.572607123,738.96,4.1,0.05313,5.9,9.64,0.861,0.882,334,134,134,10,0.719,0.743,8.72,0.36,0.394,97.4,13,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_58,933,432,1.59,0.463,2841,462,8.15,0.00058,13.92439973,0.0109,12.7,0.00135,3.9,0.306382962,738.38,3.9,0.05835,12.1,11.8,1.64,1.66,543,265,265,11,1.39,1.41,8.72,0.34,0.376,98.4,20.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_L_2,890,338,1.41,0.38,2568,225,7.03,0.00041,11.24607842,0.00941,9.8,0.00136,4.4,0.445489682,737.38,4.4,0.05034,8.8,8.37,0.941,0.956,211,203,203,9.51,0.928,0.944,8.74,0.381,0.412,95.9,8.2,4,350,2.78,2165,493378,6.93,0,19.7,0.1,1.58,4.45,0.194,33.6,14.3,198,82.1,394,89.9,838,144,11893,3.46,338,890,678,128.26,0.05,1820.33,0.03,0.01,2,0.01,0.02,0.38,0.16,5.49,0.008267837,1.061834669,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_22 z8,1176,600,1.97,0.51,3837,273,14.5,0.00048,12.00256538,0.00963,8.1,0.00136,3.2,0.388504457,735.3,3.2,0.05134,7.5,9.63,1.16,1.17,256,172,172,9.73,0.786,0.806,8.76,0.276,0.319,96.6,9.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_31,846,335,1.57,0.397,2539,67.3,1.62,0.00095,18.09185773,0.01626,15.6,0.00136,2.5,0.157756238,734.3,2.5,0.08657,15.4,19.2,3.47,3.49,1351,296,297,16.4,2.53,2.54,8.77,0.215,0.268,99.4,46.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_L_7,882,408,1.44,0.462,2700,307,14.2,0.00043,10.78481316,0.00962,8.3,0.00136,4,0.484966405,733.52,4,0.0512,7.3,8.64,0.932,0.948,250,167,167,9.72,0.803,0.823,8.78,0.353,0.387,96.5,9.7,2.4,417,3.33,1959,484362,4.58,0.43,21.6,0.211,2.8,5.15,0.219,34.7,13.5,186,74.5,345,76.8,700,121,11411,2.64,408,882,693,17.56,0.05,1581.66,0.04,0.01,1.74,0.01,0.01,0.46,0.21,5.83,0.00654693,1.261214719,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_8,951,455,1.55,0.478,2863,3209,67.4,0.00044,10.50478659,0.00727,11.4,0.00136,3.3,0.289357116,733.5,3.3,0.03868,10.9,8.92,0.936,0.953,-439,288,288,7.36,0.838,0.849,8.78,0.29,0.331,102,-19.4,1.3,346,3.76,1797,469903,4.27,0.025,17.1,0.082,1.56,3.68,0.184,29.1,12.4,167,65.9,310,69.4,637,112,11422,2.61,455,951,704,93.24,0.05,1425.39,0.04,0.01,1.64,0,0.01,0.48,0.25,6.36,0.006700877,1.493807173,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_74,1729,1230,2.97,0.711,4843,171,2.83,0.00042,9.845835728,0.0077,9.8,0.00136,2.1,0.215563801,732.63,2.1,0.04093,9.6,8.5,0.837,0.87,-292,245,245,7.79,0.762,0.77,8.79,0.186,0.223,103,-12.9,2.5,585,4.14,2769,465315,8.13,0.66,36.8,0.354,2.81,7.2,0.292,48.3,20.1,269,107,476,104,941,158,10938,3.96,1230,1729,712,18.7,0.05,2170.63,0.04,0.01,2.05,0,0.01,0.71,0.44,3.95,0.008645553,1.8387496,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 35-41
MT24-1,MT24-1_M_57,1589,976,2.71,0.614,5011,439,6.25,0.00044,4.901919812,0.00893,8.3,0.00137,5,0.595802468,731.18,5,0.04733,6.7,8.87,0.435,0.47,65.9,159,160,9.02,0.749,0.767,8.81,0.437,0.466,86.6,2.3,32.3,555,3.54,2929,491221,8.87,0.295,35,0.192,2.43,7.38,0.223,55.3,21.6,286,114,514,114,1055,170,10818,4.37,976,1589,699,35.99,0.03,2374.05,0.04,0.02,2.03,0.01,0.01,0.61,0.33,3.69,0.008408497,1.506816266,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_45,971,435,1.58,0.448,2932,100,3.96,0.00042,11.76490138,0.00944,9.6,0.00137,3.5,0.367204249,729.83,3.5,0.04997,8.9,8.57,1.01,1.02,194,207,207,9.54,0.909,0.926,8.83,0.31,0.349,95.4,7.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_33,577,204,0.963,0.353,1749,71.2,2.9,0.0006,18.60405031,0.01206,15.7,0.00137,4.6,0.292275733,728.68,4.6,0.06372,15,12,2.24,2.25,732,318,318,12.2,1.9,1.91,8.84,0.405,0.436,98.8,27.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_70,1112,602,1.91,0.542,3557,3988,171,0.0005,13.22205118,0.00989,7.4,0.00137,4,0.540082328,728.53,4,0.05226,6.2,10.1,1.34,1.36,297,142,142,9.99,0.733,0.756,8.84,0.352,0.387,97,11.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_L_25,821,361,1.34,0.439,2635,107,4.38,0.00044,11.47088338,0.00948,8.1,0.00137,3.9,0.480883421,728.41,3.9,0.05007,7.1,8.9,1.02,1.04,198,164,164,9.58,0.768,0.787,8.84,0.342,0.378,95.5,7.7,3.7,376,2.47,2670,484829,21.5,0.116,21.9,0.174,2.21,7.75,0.055,58,22.8,295,111,472,92.4,758,120,12269,6.13,361,821,669,37.93,0.01,1960.99,0.06,0.01,3.51,0.03,0.06,0.44,0.14,4.59,0.028390309,1.082495382,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_53,1069,548,1.78,0.513,3335,358,13.5,0.00043,10.7608921,0.01001,7.5,0.00137,4.6,0.617191099,728.3,4.6,0.05285,5.9,8.7,0.936,0.952,322,134,134,10.1,0.752,0.775,8.85,0.408,0.439,97.3,12.5,1.1,322,2.92,3212,483421,6.92,0,24.2,0.144,3.77,9.64,0.32,67.7,25.5,333,129,568,123,1123,182,11617,2.55,548,1069,683,124.25,0.04,2590.41,0.05,0.02,2.71,0.01,0.01,0.51,0.17,3.62,0.006156899,0.951596781,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_46,1173,579,1.95,0.494,3630,152,4.33,0.00044,9.572048697,0.01002,8.4,0.00137,5.3,0.631757545,728.15,5.3,0.05292,6.5,8.96,0.858,0.876,326,148,148,10.1,0.847,0.867,8.85,0.47,0.497,97.3,12.6,1.2,802,4.24,2436,487397,7.53,12.3,58.1,4.16,22.4,10.9,0.259,49.7,18.1,239,92.8,425,95.5,865,145,11246,4.08,579,1173,714,1.99,0.03,2037.43,0.05,0.01,1.85,0.01,0.01,0.49,0.24,4.62,0.00870069,1.355912557,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_61,859,308,1.45,0.359,2694,161,6.22,0.00063,13.15611499,0.01114,10.8,0.00138,3.6,0.334461942,725.64,3.6,0.05864,10.2,12.8,1.68,1.7,554,223,223,11.3,1.21,1.23,8.88,0.321,0.36,98.4,21.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_52,1166,592,2.02,0.507,3593,129,3.28,0.00052,7.551876665,0.0119,9.5,0.00138,4.1,0.430595594,723.13,4.1,0.0624,8.6,10.6,0.798,0.826,688,182,183,12,1.13,1.15,8.91,0.363,0.398,98.7,25.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_35,1015,503,1.7,0.496,3132,3132,195,0.00044,13.09611038,0.01019,11.4,0.00138,4.6,0.406687377,722.55,4.6,0.05339,10.4,8.95,1.17,1.19,345,236,236,10.3,1.17,1.19,8.92,0.414,0.445,97.4,13.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_L_20,790,362,1.35,0.458,2163,61,7.18,0.00057,15.67746067,0.00919,24.6,0.00138,8.1,0.330220144,722.28,8.1,0.04816,23.2,11.6,1.82,1.85,107,548,548,9.29,2.27,2.28,8.92,0.723,0.734,91.7,4,42.5,486,2.41,2447,432183,2.91,3.09,25.9,1.25,8.11,8.88,0.14,48.1,18.2,237,94.1,423,90.4,848,136,11162,1.67,362,790,667,3.22,0.02,1942,0.05,0.01,1.74,0,0.01,0.46,0.15,4.56,0.003437308,0.931840203,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 35-41
MT24-1,MT24-1_L_12 z6,4086,5863,8.53,1.43,13267,445,21.1,0.00044,3.857447911,0.00915,3.6,0.00138,2.3,0.636995245,722.14,2.3,0.04793,2.8,8.95,0.345,0.389,95.6,66.6,66.9,9.25,0.336,0.376,8.92,0.207,0.263,90.7,3.6,6.5,924,7.64,13640,472332,21.7,0.244,160,2.44,40.6,75.4,5.42,357,126,1483,540,2205,462,3942,644,7919,5.92,5863,4086,769,50.7,0.1,10044.39,0.08,0.08,3.67,0.01,0,1.43,0.43,0.58,0.005517927,1.036714706,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_24,832,338,1.49,0.407,2656,97.6,2.97,0.00073,10.8599909,0.01516,8.9,0.00138,4.2,0.46885526,722.07,4.2,0.0794,7.9,14.8,1.61,1.63,1182,156,156,15.3,1.35,1.38,8.92,0.373,0.406,99.2,41.6,0.1,1310,4.27,1884,501408,5.42,26.7,86.2,9.57,48.1,16.1,0.32,40.3,14,177,67.8,326,72.8,681,118,11993,2.94,338,832,715,1.32,0.04,1683.52,0.05,0.01,1.84,0.01,0.02,0.41,0.18,6.37,0.007950175,1.221531516,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_11,995,504,1.68,0.506,3088,877,30.6,0.00047,14.3893097,0.00946,8.4,0.00139,4,0.475983528,721,4,0.04945,7.4,9.5,1.37,1.38,169,173,173,9.56,0.801,0.82,8.93,0.358,0.393,94.7,6.5,5.4,690,3.37,1988,466909,5.11,8.8,43.2,3.16,15.8,8.36,0.203,38.8,14.8,195,76.6,355,79.1,718,123,11111,2.86,504,995,694,2.01,0.03,1680.49,0.04,0.01,1.78,0.01,0.01,0.51,0.25,5.59,0.007109196,1.385062169,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_39,1853,1256,3.23,0.678,5715,1622,75.2,0.00043,4.563884466,0.00849,7.6,0.00139,3.2,0.419009056,720.57,3.2,0.04439,6.9,8.76,0.4,0.436,-89,169,169,8.59,0.65,0.669,8.94,0.285,0.328,110.1,-4.1,19.2,515,3.48,3000,484732,9.62,0.57,37.9,0.298,3.64,7.84,0.236,56.2,22.6,294,116,534,116,1045,174,11257,4.81,1256,1853,697,22.56,0.03,2407.23,0.04,0.02,2,0.01,0.01,0.68,0.42,3.75,0.009205023,1.773051029,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_19,1020,540,1.72,0.529,3093,502,19.6,0.00043,9.385773423,0.0089,12,0.00139,5.4,0.451173812,718.18,5.4,0.04638,10.7,8.65,0.811,0.83,17.3,256,256,9,1.07,1.08,8.97,0.483,0.51,48.3,0.3,764,369,3.29,1830,479124,4.99,,18.8,0.07,1.43,4.15,0.158,30.7,12.8,171,68.1,316,72,665,113,11097,2.69,540,1020,692,262.23,0.04,1472.43,0.04,0.01,1.86,0,0.01,0.53,0.29,6.06,0.007502758,1.533946802,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_68,533,219,0.888,0.411,1736,152,7.81,0.0005,12.72649671,0.0089,12.7,0.0014,4.1,0.327187791,716.46,4.1,0.04624,12,10.1,1.29,1.31,10.3,288,288,9,1.14,1.15,8.99,0.373,0.407,12.6,0.1,2449.1,277,3.03,1781,489261,4.58,0.006,9.24,0.099,2.29,5.42,0.134,39.5,14.2,180,69.4,303,66.1,587,95.3,12616,2.46,219,533,685,94.35,0.03,1371.83,0.06,0.01,1.86,0.01,0.02,0.41,0.12,7.08,0.007801834,0.907887994,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_15,449,222,0.784,0.494,1431,74.1,3.6,0.00057,11.5163592,0.00773,14.7,0.00141,4.6,0.311531215,709.85,4.6,0.03982,14,11.6,1.33,1.35,-363,363,363,7.82,1.15,1.16,9.07,0.416,0.448,102.5,-16,2.5,270,8.92,1637,478145,0.842,,7.34,0.05,0.947,2.95,0.848,21.9,9.48,136,58,287,66.6,657,117,9398,0.413,222,449,785,143.63,0.32,1365.16,0.03,0.01,2.04,0,0,0.49,0.14,5.74,0.001282067,0.683209685,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_64 z3,1235,696,2.14,0.564,3917,130,4.99,0.00045,11.20529236,0.00934,10.4,0.00141,4.1,0.388407762,709.46,4.1,0.04806,9.6,9.05,1.01,1.03,102,227,228,9.44,0.981,0.996,9.08,0.368,0.403,91.1,3.8,19.7,448,4.49,2985,495324,7.49,0.015,32.5,0.167,2.81,7.56,0.475,52.6,21.6,282,106,478,108,981,161,10216,3.72,696,1235,719,158.47,0.07,2234.04,0.04,0.02,2.02,0.01,0.01,0.56,0.23,3.42,0.007638941,1.2582776,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_4,815,357,1.42,0.439,2421,81.1,4.19,0.00055,11.41770361,0.01187,9.7,0.00142,4.9,0.504412712,706.6,4.9,0.06084,8.4,11.1,1.27,1.29,634,180,180,12,1.15,1.17,9.12,0.444,0.474,98.6,23.9,0.4,962,3.04,2726,473333,5.6,15.9,55.3,5.99,29.7,13.1,0.156,57.8,20.7,257,99.3,470,95.3,846,142,12694,2.56,357,815,686,1.39,0.02,2108.07,0.06,0.01,2.19,0.01,0.02,0.44,0.13,4.66,0.006625919,0.963392085,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_26,781,347,1.41,0.445,2488,177,7.11,0.00065,10.18556106,0.01318,13.1,0.00142,4.5,0.34100377,704.81,4.5,0.06736,12.3,13.1,1.33,1.36,849,256,256,13.3,1.73,1.75,9.14,0.408,0.44,98.9,31.2,0.3,2611,4.08,2835,488713,4.5,76.9,205,27.4,139,43.2,0.567,94.9,28.2,316,114,487,98.7,857,138,13086,2.28,347,781,711,1.09,0.03,2625.67,0.09,0.01,1.98,0.01,0.01,0.44,0.12,4.62,0.005250124,0.911132835,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_38,1531,872,2.63,0.57,4750,160,3.89,0.00042,9.796858119,0.00853,14.1,0.00142,3.6,0.258453531,704.71,3.6,0.04357,13.6,8.49,0.832,0.857,-135,336,336,8.62,1.21,1.21,9.14,0.332,0.356,106.8,-6,16.9,475,3.29,2659,475405,8.53,0.479,33.4,0.226,2.38,6.62,0.213,47.6,19,254,101,473,105,938,165,11464,4.29,872,1531,692,24.88,0.04,2145.2,0.04,0.01,1.99,0.01,0.01,0.57,0.33,4.31,0.009094119,1.632012489,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 30-41
MT24-1,MT24-1_M_51,669,248,1.15,0.372,2104,150,7.19,0.00058,14.6245577,0.01154,12.5,0.00142,3.7,0.299206696,704.1,3.7,0.05893,11.9,11.7,1.71,1.73,564,259,259,11.7,1.45,1.46,9.15,0.341,0.38,98.4,21.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_50,1381,727,2.39,0.527,4507,233,8.49,0.00045,8.111218231,0.00931,9.9,0.00142,5.7,0.574827393,703.17,5.7,0.0475,8.1,9.16,0.743,0.777,74.2,193,193,9.41,0.929,0.945,9.16,0.522,0.547,87.7,2.7,32.1,441,3.72,3327,487080,7.05,1.84,34.2,0.778,7.07,10.7,0.358,64.4,25.3,326,130,584,130,1218,191,11198,3.56,727,1381,703,7.02,0.04,2722.93,0.04,0.02,1.98,0.01,0.01,0.53,0.22,3.37,0.005789515,1.134234128,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-35
MT24-1,MT24-1_L_23,713,293,1.33,0.411,2234,38,1.21,0.0008,13.09816277,0.01518,15.9,0.00142,5.4,0.337119865,702.09,5.4,0.07731,15,16.2,2.12,2.14,1129,298,298,15.3,2.41,2.43,9.18,0.491,0.519,99.2,40,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_32,709,251,1.38,0.355,2069,41.6,1.12,0.00108,30.02100769,0.01956,19.9,0.00143,7.7,0.386625889,701.11,7.7,0.09945,18.3,21.8,6.55,6.58,1614,341,341,19.7,3.87,3.88,9.19,0.705,0.716,99.4,53.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 35-41
MT24-1,MT24-1_M_34,661,213,1.11,0.322,2054,2302,99,0.0005,11.21103732,0.01094,12,0.00143,5,0.416060789,698.51,5,0.05542,10.9,10.1,1.14,1.16,429,242,243,11,1.31,1.33,9.22,0.459,0.488,97.9,16.5,1.2,280,2.99,1400,508649,5.41,0.02,12.8,0.05,0.825,2.82,0.071,21.4,9.09,125,51.9,253,56.6,540,96,14093,3.34,213,661,684,92.36,0.03,1170.06,0.03,0.01,1.62,0.01,0.03,0.32,0.15,10.07,0.010018376,1.223683737,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_9 z1,1370,775,2.53,0.566,4276,174,2.91,0.00058,13.18066082,0.01156,11.9,0.00143,5.5,0.463008043,698.14,5.5,0.05855,10.6,11.8,1.56,1.57,550,231,231,11.7,1.39,1.4,9.23,0.51,0.536,98.3,21,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_41,593,208,1.04,0.35,1829,160,7.98,0.00062,15.42269649,0.01441,14.5,0.00143,3.8,0.262810305,697.38,3.8,0.07289,14,12.5,1.92,1.94,1011,284,284,14.5,2.1,2.11,9.24,0.352,0.39,99.1,36.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_37,1353,838,2.4,0.619,4299,377,10.7,0.00043,6.336525731,0.00965,8.9,0.00143,3,0.33253457,697.28,3,0.0488,8.4,8.74,0.554,0.581,138,197,197,9.75,0.863,0.881,9.24,0.273,0.321,93.3,5.3,9.5,429,3.38,2436,487679,6.97,1.47,31.8,0.614,2.02,7,0.213,43.7,17.7,230,90.2,420,91.5,835,142,11391,3.47,838,1353,695,8.21,0.04,1913.71,0.04,0.01,2.01,0.01,0.01,0.62,0.34,4.68,0.008354395,1.620384624,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_55,541,228,1.05,0.422,1766,80.5,2.73,0.00092,8.405020178,0.01729,16.4,0.00144,5.4,0.3317413,696.56,5.4,0.08735,15.5,18.6,1.56,1.61,1368,297,298,17.4,2.83,2.85,9.25,0.502,0.53,99.3,46.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_59,367,146,0.637,0.398,1161,45.8,0.737,0.00054,14.9149289,0.01163,11.6,0.00144,4.2,0.362144302,696.39,4.2,0.05874,10.8,10.8,1.62,1.63,557,236,236,11.7,1.35,1.37,9.25,0.389,0.424,98.3,21.2,0.7,291,5.76,1491,496136,2.15,0.624,5.91,0.491,5,8.33,0.269,44.1,14.1,180,62.4,261,55.2,479,77,10603,1.43,146,367,742,2.62,0.04,1194.42,0.08,0.01,1.51,0.01,0.01,0.4,0.1,7.11,0.004484335,0.766186153,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_69,1757,1497,3.42,0.852,5856,75.8,4.24,0.00051,5.808353055,0.01082,10.5,0.00144,3.6,0.3406205,695.45,3.6,0.05457,9.8,10.2,0.593,0.627,395,220,221,10.9,1.14,1.15,9.26,0.33,0.37,97.7,15.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_M_63,1396,781,2.65,0.559,4524,396,37,0.00064,7.647023686,0.01318,8.8,0.00145,3.9,0.447506412,691.8,3.9,0.06611,7.9,12.8,0.981,1.01,810,164,165,13.3,1.16,1.19,9.31,0.366,0.403,98.9,29.9,0.2,1089,4.4,3096,478569,7.34,9.43,54.7,3.42,16.6,12.1,0.47,59.2,23.9,314,116,541,124,1100,181,10564,3.36,781,1396,718,2.36,0.05,2556.21,0.04,0.02,2.18,0.01,0.01,0.56,0.25,3.41,0.006670283,1.268894637,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_M_40,605,221,1.02,0.365,2004,143,3.47,0.00043,41.40148348,0.01048,18.5,0.00145,6.4,0.348347979,690.52,6.4,0.05246,17.3,8.67,3.59,3.6,306,395,395,10.6,1.95,1.96,9.33,0.601,0.632,96.9,11.8,4,394,3.67,1607,552591,5.8,2.18,14.6,0.659,3.88,4.75,0.116,27.8,11.9,161,62.4,282,61.9,558,91.8,14002,3.42,221,605,702,2.98,0.03,1283.43,0.04,0.01,1.69,0.01,0.03,0.37,0.14,8.71,0.010384618,1.083983158,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-30
MT24-1,MT24-1_L_13,932,480,1.62,0.515,2965,466,11.6,0.00043,12.914678,0.01004,9.7,0.00145,6.8,0.706846662,690.41,6.8,0.0503,6.8,8.72,1.13,1.15,209,159,159,10.1,0.977,0.995,9.33,0.638,0.659,95.5,8.1,3.4,385,2.97,3123,484675,3.61,0.132,20.4,0.192,3.35,10.4,0.414,61.7,23.9,307,121,548,119,1068,180,11782,2.07,480,932,684,31.51,0.05,2461.93,0.05,0.02,1.75,0,0.01,0.51,0.15,3.77,0.003385876,0.872542725,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-35
